"","Name","Type","Magnitude","Distance","Constellation","RA","DEC","Other.Names","dec_n","ra_n","script","gaB","gaL","scriptGal"
"56","NGC 56","Nebula","–","","Pisces","00h15m","+12°26'","",12.4333333333333,3.75,"planetarium.addPointer({
    'ra':  3.75 ,
    'dec':  12.4333333333333 ,
    'label': ' NGC 56 ',
    'colour': ' rgb(0,153,0) '});",0.850029768106829,-0.379116057051412,"planetarium.addPointer({
    'ra':  3.75 ,
    'dec':  12.4333333333333 ,
    'label': ' NGC 56 ',
    'colour': ' rgb(0,153,0) '});"
"111","NGC 111","Nebula","–","","Cetus","00h26m","-02°37'","",-1.38333333333333,6.5,"planetarium.addPointer({
    'ra':  6.5 ,
    'dec':  -1.38333333333333 ,
    'label': ' NGC 111 ',
    'colour': ' rgb(0,153,0) '});",-0.665682366064897,2.14625073370956,"planetarium.addPointer({
    'ra':  6.5 ,
    'dec':  -1.38333333333333 ,
    'label': ' NGC 111 ',
    'colour': ' rgb(0,153,0) '});"
"248","NGC 248","Nebula","–","","Tucana","00h45m","-73°22'","",-72.6333333333333,11.25,"planetarium.addPointer({
    'ra':  11.25 ,
    'dec':  -72.6333333333333 ,
    'label': ' NGC 248 ',
    'colour': ' rgb(0,153,0) '});",0.204231675205657,0.254898126514593,"planetarium.addPointer({
    'ra':  11.25 ,
    'dec':  -72.6333333333333 ,
    'label': ' NGC 248 ',
    'colour': ' rgb(0,153,0) '});"
"261","NGC 261","Nebula","13.0","","Tucana","00h46m","-73°06'","",-72.9,11.5,"planetarium.addPointer({
    'ra':  11.5 ,
    'dec':  -72.9 ,
    'label': ' NGC 261 ',
    'colour': ' rgb(0,153,0) '});",0.500214255951547,0.0678343832666241,"planetarium.addPointer({
    'ra':  11.5 ,
    'dec':  -72.9 ,
    'label': ' NGC 261 ',
    'colour': ' rgb(0,153,0) '});"
"305","NGC 305","Nebula","–","","Pisces","00h56m","+12°03'","",12.05,14,"planetarium.addPointer({
    'ra':  14 ,
    'dec':  12.05 ,
    'label': ' NGC 305 ',
    'colour': ' rgb(0,153,0) '});",-0.515136690128279,0.92904293215272,"planetarium.addPointer({
    'ra':  14 ,
    'dec':  12.05 ,
    'label': ' NGC 305 ',
    'colour': ' rgb(0,153,0) '});"
"313","NGC 313","Nebula","–","","Pisces","00h57m","+30°21'","",30.35,14.25,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  30.35 ,
    'label': ' NGC 313 ',
    'colour': ' rgb(0,153,0) '});",-0.462369483493664,1.57927149153315,"planetarium.addPointer({
    'ra':  14.25 ,
    'dec':  30.35 ,
    'label': ' NGC 313 ',
    'colour': ' rgb(0,153,0) '});"
"358","NGC 358","Nebula","–","","Cassiopeia","01h05m","+62°01'","",62.0166666666667,16.25,"planetarium.addPointer({
    'ra':  16.25 ,
    'dec':  62.0166666666667 ,
    'label': ' NGC 358 ',
    'colour': ' rgb(0,153,0) '});",0.243750389550257,-0.76481618090575,"planetarium.addPointer({
    'ra':  16.25 ,
    'dec':  62.0166666666667 ,
    'label': ' NGC 358 ',
    'colour': ' rgb(0,153,0) '});"
"370","NGC 370","Nebula","–","","Pisces","01h06m","+32°25'","",32.4166666666667,16.5,"planetarium.addPointer({
    'ra':  16.5 ,
    'dec':  32.4166666666667 ,
    'label': ' NGC 370 ',
    'colour': ' rgb(0,153,0) '});",0.908644252356408,1.64659145338835,"planetarium.addPointer({
    'ra':  16.5 ,
    'dec':  32.4166666666667 ,
    'label': ' NGC 370 ',
    'colour': ' rgb(0,153,0) '});"
"405","NGC 405","Nebula","6.9","","Phoenix","01h08m","-46°40'","",-45.3333333333333,17,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  -45.3333333333333 ,
    'label': ' NGC 405 ',
    'colour': ' rgb(0,153,0) '});",-0.36570724431562,-0.78746697985917,"planetarium.addPointer({
    'ra':  17 ,
    'dec':  -45.3333333333333 ,
    'label': ' NGC 405 ',
    'colour': ' rgb(0,153,0) '});"
"421","NGC 421","Nebula","–","","Pisces","01h12m","+32°07'","",32.1166666666667,18,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  32.1166666666667 ,
    'label': ' NGC 421 ',
    'colour': ' rgb(0,153,0) '});",-0.0330424371799299,1.41488956426155,"planetarium.addPointer({
    'ra':  18 ,
    'dec':  32.1166666666667 ,
    'label': ' NGC 421 ',
    'colour': ' rgb(0,153,0) '});"
"453","NGC 453","Nebula","–","","Pisces","01h16m","+33°00'","",33,19,"planetarium.addPointer({
    'ra':  19 ,
    'dec':  33 ,
    'label': ' NGC 453 ',
    'colour': ' rgb(0,153,0) '});",0.491470637590655,-0.993674742844894,"planetarium.addPointer({
    'ra':  19 ,
    'dec':  33 ,
    'label': ' NGC 453 ',
    'colour': ' rgb(0,153,0) '});"
"460","NGC 460","Nebula","–","","Tucana","01h14m","-73°16'","",-72.7333333333333,18.5,"planetarium.addPointer({
    'ra':  18.5 ,
    'dec':  -72.7333333333333 ,
    'label': ' NGC 460 ',
    'colour': ' rgb(0,153,0) '});",1.07187068265502,0.446922238067575,"planetarium.addPointer({
    'ra':  18.5 ,
    'dec':  -72.7333333333333 ,
    'label': ' NGC 460 ',
    'colour': ' rgb(0,153,0) '});"
"603","NGC 603","Nebula","–","","Triangulum","01h34m","+30°13'","",30.2166666666667,23.5,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  30.2166666666667 ,
    'label': ' NGC 603 ',
    'colour': ' rgb(0,153,0) '});",-0.348027299935423,-0.613884192359271,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  30.2166666666667 ,
    'label': ' NGC 603 ',
    'colour': ' rgb(0,153,0) '});"
"607","NGC 607","Nebula","–","","Cetus","01h34m","-07°24'","",-6.6,23.5,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -6.6 ,
    'label': ' NGC 607 ',
    'colour': ' rgb(0,153,0) '});",0.0864287379258864,0.167775242652241,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -6.6 ,
    'label': ' NGC 607 ',
    'colour': ' rgb(0,153,0) '});"
"610","NGC 610","Nebula","–","","Cetus","01h34m","-20°08'","",-19.8666666666667,23.5,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -19.8666666666667 ,
    'label': ' NGC 610 ',
    'colour': ' rgb(0,153,0) '});",-0.267518117798237,-0.442357359799102,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -19.8666666666667 ,
    'label': ' NGC 610 ',
    'colour': ' rgb(0,153,0) '});"
"611","NGC 611","Nebula","–","","Cetus","01h34m","-20°07'","",-19.8833333333333,23.5,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -19.8833333333333 ,
    'label': ' NGC 611 ',
    'colour': ' rgb(0,153,0) '});",-0.275222907948512,-0.457697637176713,"planetarium.addPointer({
    'ra':  23.5 ,
    'dec':  -19.8833333333333 ,
    'label': ' NGC 611 ',
    'colour': ' rgb(0,153,0) '});"
"629","NGC 629","Nebula","–","","Cassiopeia","01h38m","+72°52'","",72.8666666666667,24.5,"planetarium.addPointer({
    'ra':  24.5 ,
    'dec':  72.8666666666667 ,
    'label': ' NGC 629 ',
    'colour': ' rgb(0,153,0) '});",0.220271594601946,1.46657319435674,"planetarium.addPointer({
    'ra':  24.5 ,
    'dec':  72.8666666666667 ,
    'label': ' NGC 629 ',
    'colour': ' rgb(0,153,0) '});"
"728","NGC 728","Nebula","–","","Pisces","01h55m","+04°13'","",4.21666666666667,28.75,"planetarium.addPointer({
    'ra':  28.75 ,
    'dec':  4.21666666666667 ,
    'label': ' NGC 728 ',
    'colour': ' rgb(0,153,0) '});",-0.94879056882558,1.93401808101931,"planetarium.addPointer({
    'ra':  28.75 ,
    'dec':  4.21666666666667 ,
    'label': ' NGC 728 ',
    'colour': ' rgb(0,153,0) '});"
"737","NGC 737","Nebula","–","","Triangulum","01h56m","+33°02'","",33.0333333333333,29,"planetarium.addPointer({
    'ra':  29 ,
    'dec':  33.0333333333333 ,
    'label': ' NGC 737 ',
    'colour': ' rgb(0,153,0) '});",0.437454863313775,-0.96943144501563,"planetarium.addPointer({
    'ra':  29 ,
    'dec':  33.0333333333333 ,
    'label': ' NGC 737 ',
    'colour': ' rgb(0,153,0) '});"
"843","NGC 843","Nebula","–","","Triangulum","02h11m","+32°05'","",32.0833333333333,32.75,"planetarium.addPointer({
    'ra':  32.75 ,
    'dec':  32.0833333333333 ,
    'label': ' NGC 843 ',
    'colour': ' rgb(0,153,0) '});",-0.0187983626914142,-0.209122477558892,"planetarium.addPointer({
    'ra':  32.75 ,
    'dec':  32.0833333333333 ,
    'label': ' NGC 843 ',
    'colour': ' rgb(0,153,0) '});"
"894","NGC 894","Nebula","–","","Cetus","02h21m","-05°30'","",-4.5,35.25,"planetarium.addPointer({
    'ra':  35.25 ,
    'dec':  -4.5 ,
    'label': ' NGC 894 ',
    'colour': ' rgb(0,153,0) '});",0.287698471235977,-0.893198910958566,"planetarium.addPointer({
    'ra':  35.25 ,
    'dec':  -4.5 ,
    'label': ' NGC 894 ',
    'colour': ' rgb(0,153,0) '});"
"896","NGC 896","Nebula","–","","Cassiopeia","02h25m","+62°01'","",62.0166666666667,36.25,"planetarium.addPointer({
    'ra':  36.25 ,
    'dec':  62.0166666666667 ,
    'label': ' NGC 896 ',
    'colour': ' rgb(0,153,0) '});",-0.282706082815546,-0.203636252855583,"planetarium.addPointer({
    'ra':  36.25 ,
    'dec':  62.0166666666667 ,
    'label': ' NGC 896 ',
    'colour': ' rgb(0,153,0) '});"
"930","NGC 930","Nebula","–","","Aries","02h27m","+20°20'","",20.3333333333333,36.75,"planetarium.addPointer({
    'ra':  36.75 ,
    'dec':  20.3333333333333 ,
    'label': ' NGC 930 ',
    'colour': ' rgb(0,153,0) '});",0.442115120866998,2.05858310254534,"planetarium.addPointer({
    'ra':  36.75 ,
    'dec':  20.3333333333333 ,
    'label': ' NGC 930 ',
    'colour': ' rgb(0,153,0) '});"
"1037","NGC 1037","Nebula","–","","Cetus","02h39m","-01°44'","",-0.266666666666667,39.75,"planetarium.addPointer({
    'ra':  39.75 ,
    'dec':  -0.266666666666667 ,
    'label': ' NGC 1037 ',
    'colour': ' rgb(0,153,0) '});",0.104291819801752,0.936616334726793,"planetarium.addPointer({
    'ra':  39.75 ,
    'dec':  -0.266666666666667 ,
    'label': ' NGC 1037 ',
    'colour': ' rgb(0,153,0) '});"
"1146","NGC 1146","Nebula","–","","Perseus","02h57m","+46°25'","",46.4166666666667,44.25,"planetarium.addPointer({
    'ra':  44.25 ,
    'dec':  46.4166666666667 ,
    'label': ' NGC 1146 ',
    'colour': ' rgb(0,153,0) '});",1.33751521765097,1.96886861126469,"planetarium.addPointer({
    'ra':  44.25 ,
    'dec':  46.4166666666667 ,
    'label': ' NGC 1146 ',
    'colour': ' rgb(0,153,0) '});"
"1147","NGC 1147","Nebula","–","","Eridanus","02h55m","-09°07'","",-8.88333333333333,43.75,"planetarium.addPointer({
    'ra':  43.75 ,
    'dec':  -8.88333333333333 ,
    'label': ' NGC 1147 ',
    'colour': ' rgb(0,153,0) '});",0.465863385358003,1.72029717964067,"planetarium.addPointer({
    'ra':  43.75 ,
    'dec':  -8.88333333333333 ,
    'label': ' NGC 1147 ',
    'colour': ' rgb(0,153,0) '});"
"1170","NGC 1170","Nebula","–","","Aries","03h02m","+27°04'","",27.0666666666667,45.5,"planetarium.addPointer({
    'ra':  45.5 ,
    'dec':  27.0666666666667 ,
    'label': ' NGC 1170 ',
    'colour': ' rgb(0,153,0) '});",0.539096749056448,1.73626656025732,"planetarium.addPointer({
    'ra':  45.5 ,
    'dec':  27.0666666666667 ,
    'label': ' NGC 1170 ',
    'colour': ' rgb(0,153,0) '});"
"1173","NGC 1173","Nebula","–","","Perseus","03h03m","+42°23'","",42.3833333333333,45.75,"planetarium.addPointer({
    'ra':  45.75 ,
    'dec':  42.3833333333333 ,
    'label': ' NGC 1173 ',
    'colour': ' rgb(0,153,0) '});",-0.477538987925718,-0.96291608831303,"planetarium.addPointer({
    'ra':  45.75 ,
    'dec':  42.3833333333333 ,
    'label': ' NGC 1173 ',
    'colour': ' rgb(0,153,0) '});"
"1197","NGC 1197","Nebula","–","","Perseus","03h06m","+44°03'","",44.05,46.5,"planetarium.addPointer({
    'ra':  46.5 ,
    'dec':  44.05 ,
    'label': ' NGC 1197 ',
    'colour': ' rgb(0,153,0) '});",0.673697011324577,0.897986722187796,"planetarium.addPointer({
    'ra':  46.5 ,
    'dec':  44.05 ,
    'label': ' NGC 1197 ',
    'colour': ' rgb(0,153,0) '});"
"1330","NGC 1330","Nebula","–","","Perseus","03h29m","+41°40'","",41.6666666666667,52.25,"planetarium.addPointer({
    'ra':  52.25 ,
    'dec':  41.6666666666667 ,
    'label': ' NGC 1330 ',
    'colour': ' rgb(0,153,0) '});",-0.475576750074112,-0.150676379106766,"planetarium.addPointer({
    'ra':  52.25 ,
    'dec':  41.6666666666667 ,
    'label': ' NGC 1330 ',
    'colour': ' rgb(0,153,0) '});"
"1333","NGC 1333","Nebula","10.9","","Perseus","03h28m","+31°22'","",31.3666666666667,52,"planetarium.addPointer({
    'ra':  52 ,
    'dec':  31.3666666666667 ,
    'label': ' NGC 1333 ',
    'colour': ' rgb(0,153,0) '});",-0.0671012905711191,0.596922294223096,"planetarium.addPointer({
    'ra':  52 ,
    'dec':  31.3666666666667 ,
    'label': ' NGC 1333 ',
    'colour': ' rgb(0,153,0) '});"
"1420","NGC 1420","Nebula","–","","Eridanus","03h42m","-05°51'","",-4.15,55.5,"planetarium.addPointer({
    'ra':  55.5 ,
    'dec':  -4.15 ,
    'label': ' NGC 1420 ',
    'colour': ' rgb(0,153,0) '});",0.562116924037526,-0.350555306001863,"planetarium.addPointer({
    'ra':  55.5 ,
    'dec':  -4.15 ,
    'label': ' NGC 1420 ',
    'colour': ' rgb(0,153,0) '});"
"1429","NGC 1429","Nebula","–","","Eridanus","03h44m","-04°43'","",-3.28333333333333,56,"planetarium.addPointer({
    'ra':  56 ,
    'dec':  -3.28333333333333 ,
    'label': ' NGC 1429 ',
    'colour': ' rgb(0,153,0) '});",0.776209983936306,0.866140599928639,"planetarium.addPointer({
    'ra':  56 ,
    'dec':  -3.28333333333333 ,
    'label': ' NGC 1429 ',
    'colour': ' rgb(0,153,0) '});"
"1435","NGC 1435","Nebula","–","","Taurus","03h46m","+23°45'","Merope Nebula, Tempel's Nebula",23.75,56.5,"planetarium.addPointer({
    'ra':  56.5 ,
    'dec':  23.75 ,
    'label': ' NGC 1435 ',
    'colour': ' rgb(0,153,0) '});",-0.659064977671221,-0.933232219626105,"planetarium.addPointer({
    'ra':  56.5 ,
    'dec':  23.75 ,
    'label': ' NGC 1435 ',
    'colour': ' rgb(0,153,0) '});"
"1458","NGC 1458","Nebula","–","","Eridanus","03h46m","-18°14'","",-17.7666666666667,56.5,"planetarium.addPointer({
    'ra':  56.5 ,
    'dec':  -17.7666666666667 ,
    'label': ' NGC 1458 ',
    'colour': ' rgb(0,153,0) '});",0.00456709181765655,2.02502858753512,"planetarium.addPointer({
    'ra':  56.5 ,
    'dec':  -17.7666666666667 ,
    'label': ' NGC 1458 ',
    'colour': ' rgb(0,153,0) '});"
"1479","NGC 1479","Nebula","–","","Eridanus","03h54m","-10°12'","",-9.8,58.5,"planetarium.addPointer({
    'ra':  58.5 ,
    'dec':  -9.8 ,
    'label': ' NGC 1479 ',
    'colour': ' rgb(0,153,0) '});",0.0315668410418497,0.984005650262329,"planetarium.addPointer({
    'ra':  58.5 ,
    'dec':  -9.8 ,
    'label': ' NGC 1479 ',
    'colour': ' rgb(0,153,0) '});"
"1480","NGC 1480","Nebula","–","","Eridanus","03h54m","-10°15'","",-9.75,58.5,"planetarium.addPointer({
    'ra':  58.5 ,
    'dec':  -9.75 ,
    'label': ' NGC 1480 ',
    'colour': ' rgb(0,153,0) '});",0.00742325244242893,0.940211708815631,"planetarium.addPointer({
    'ra':  58.5 ,
    'dec':  -9.75 ,
    'label': ' NGC 1480 ',
    'colour': ' rgb(0,153,0) '});"
"1499","NGC 1499","Nebula","5.0","","Perseus","04h03m","+36°22'","California Nebula",36.3666666666667,60.75,"planetarium.addPointer({
    'ra':  60.75 ,
    'dec':  36.3666666666667 ,
    'label': ' NGC 1499 ',
    'colour': ' rgb(0,153,0) '});",-0.313309865159535,-0.807754852633896,"planetarium.addPointer({
    'ra':  60.75 ,
    'dec':  36.3666666666667 ,
    'label': ' NGC 1499 ',
    'colour': ' rgb(0,153,0) '});"
"1523","NGC 1523","Nebula","–","","Dorado","04h06m","-54°05'","",-53.9166666666667,61.5,"planetarium.addPointer({
    'ra':  61.5 ,
    'dec':  -53.9166666666667 ,
    'label': ' NGC 1523 ',
    'colour': ' rgb(0,153,0) '});",0.246464828963062,0.124822241402724,"planetarium.addPointer({
    'ra':  61.5 ,
    'dec':  -53.9166666666667 ,
    'label': ' NGC 1523 ',
    'colour': ' rgb(0,153,0) '});"
"1579","NGC 1579","Nebula","–","","Perseus","04h30m","+35°16'","",35.2666666666667,67.5,"planetarium.addPointer({
    'ra':  67.5 ,
    'dec':  35.2666666666667 ,
    'label': ' NGC 1579 ',
    'colour': ' rgb(0,153,0) '});",-0.491124920150497,1.16399531444029,"planetarium.addPointer({
    'ra':  67.5 ,
    'dec':  35.2666666666667 ,
    'label': ' NGC 1579 ',
    'colour': ' rgb(0,153,0) '});"
"1624","NGC 1624","Nebula","11.8","","Perseus","04h40m","+50°27'","Cr 53",50.45,70,"planetarium.addPointer({
    'ra':  70 ,
    'dec':  50.45 ,
    'label': ' NGC 1624 ',
    'colour': ' rgb(0,153,0) '});",-0.642268793791694,-0.125964841024608,"planetarium.addPointer({
    'ra':  70 ,
    'dec':  50.45 ,
    'label': ' NGC 1624 ',
    'colour': ' rgb(0,153,0) '});"
"1639","NGC 1639","Nebula","–","","Eridanus","04h40m","-16°59'","",-15.0166666666667,70,"planetarium.addPointer({
    'ra':  70 ,
    'dec':  -15.0166666666667 ,
    'label': ' NGC 1639 ',
    'colour': ' rgb(0,153,0) '});",0.244673846973696,-0.47814235829098,"planetarium.addPointer({
    'ra':  70 ,
    'dec':  -15.0166666666667 ,
    'label': ' NGC 1639 ',
    'colour': ' rgb(0,153,0) '});"
"1655","NGC 1655","Nebula","–","","Taurus","04h47m","+20°55'","",20.9166666666667,71.75,"planetarium.addPointer({
    'ra':  71.75 ,
    'dec':  20.9166666666667 ,
    'label': ' NGC 1655 ',
    'colour': ' rgb(0,153,0) '});",0.0870661556382558,1.82614871117599,"planetarium.addPointer({
    'ra':  71.75 ,
    'dec':  20.9166666666667 ,
    'label': ' NGC 1655 ',
    'colour': ' rgb(0,153,0) '});"
"1674","NGC 1674","Nebula","–","","Taurus","04h52m","+23°54'","",23.9,73,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  23.9 ,
    'label': ' NGC 1674 ',
    'colour': ' rgb(0,153,0) '});",-0.181025233817029,-0.823473289503026,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  23.9 ,
    'label': ' NGC 1674 ',
    'colour': ' rgb(0,153,0) '});"
"1675","NGC 1675","Nebula","–","","Taurus","04h52m","+23°54'","",23.9,73,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  23.9 ,
    'label': ' NGC 1675 ',
    'colour': ' rgb(0,153,0) '});",-0.181025233817029,-0.823473289503026,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  23.9 ,
    'label': ' NGC 1675 ',
    'colour': ' rgb(0,153,0) '});"
"1707","NGC 1707","Nebula","–","","Orion","04h58m","+08°14'","",8.23333333333333,74.5,"planetarium.addPointer({
    'ra':  74.5 ,
    'dec':  8.23333333333333 ,
    'label': ' NGC 1707 ',
    'colour': ' rgb(0,153,0) '});",0.610257054869077,-0.577477406596624,"planetarium.addPointer({
    'ra':  74.5 ,
    'dec':  8.23333333333333 ,
    'label': ' NGC 1707 ',
    'colour': ' rgb(0,153,0) '});"
"1714","NGC 1714","Nebula","11.6","","Dorado","04h52m","-66°55'","",-65.0833333333333,73,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -65.0833333333333 ,
    'label': ' NGC 1714 ',
    'colour': ' rgb(0,153,0) '});",-0.996978256316885,1.52129799253042,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -65.0833333333333 ,
    'label': ' NGC 1714 ',
    'colour': ' rgb(0,153,0) '});"
"1722","NGC 1722","Nebula","–","","Dorado","04h52m","-69°22'","",-68.6333333333333,73,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -68.6333333333333 ,
    'label': ' NGC 1722 ',
    'colour': ' rgb(0,153,0) '});",1.10224790109236,0.707966664197888,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -68.6333333333333 ,
    'label': ' NGC 1722 ',
    'colour': ' rgb(0,153,0) '});"
"1727","NGC 1727","Nebula","–","","Dorado","04h52m","-69°20'","",-68.6666666666667,73,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -68.6666666666667 ,
    'label': ' NGC 1727 ',
    'colour': ' rgb(0,153,0) '});",1.09727413755522,0.635323005012498,"planetarium.addPointer({
    'ra':  73 ,
    'dec':  -68.6666666666667 ,
    'label': ' NGC 1727 ',
    'colour': ' rgb(0,153,0) '});"
"1743","NGC 1743","Nebula","11.3","","Dorado","04h54m","-69°11'","",-68.8166666666667,73.5,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.8166666666667 ,
    'label': ' NGC 1743 ',
    'colour': ' rgb(0,153,0) '});",0.60951180225732,0.618099651830407,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.8166666666667 ,
    'label': ' NGC 1743 ',
    'colour': ' rgb(0,153,0) '});"
"1745","NGC 1745","Nebula","13.4","","Dorado","04h54m","-69°09'","",-68.85,73.5,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.85 ,
    'label': ' NGC 1745 ',
    'colour': ' rgb(0,153,0) '});",0.596766516584186,0.580699115079286,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.85 ,
    'label': ' NGC 1745 ',
    'colour': ' rgb(0,153,0) '});"
"1748","NGC 1748","Nebula","12.3","","Dorado","04h54m","-69°11'","",-68.8166666666667,73.5,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.8166666666667 ,
    'label': ' NGC 1748 ',
    'colour': ' rgb(0,153,0) '});",0.60951180225732,0.618099651830407,"planetarium.addPointer({
    'ra':  73.5 ,
    'dec':  -68.8166666666667 ,
    'label': ' NGC 1748 ',
    'colour': ' rgb(0,153,0) '});"
"1757","NGC 1757","Nebula","–","","Eridanus","05h02m","-04°43'","",-3.28333333333333,75.5,"planetarium.addPointer({
    'ra':  75.5 ,
    'dec':  -3.28333333333333 ,
    'label': ' NGC 1757 ',
    'colour': ' rgb(0,153,0) '});",1.21800939382983,1.82090919901447,"planetarium.addPointer({
    'ra':  75.5 ,
    'dec':  -3.28333333333333 ,
    'label': ' NGC 1757 ',
    'colour': ' rgb(0,153,0) '});"
"1763","NGC 1763","Nebula","9.4","","Dorado","04h56m","-66°24'","",-65.6,74,"planetarium.addPointer({
    'ra':  74 ,
    'dec':  -65.6 ,
    'label': ' NGC 1763 ',
    'colour': ' rgb(0,153,0) '});",-0.203363835584121,0.894181389941641,"planetarium.addPointer({
    'ra':  74 ,
    'dec':  -65.6 ,
    'label': ' NGC 1763 ',
    'colour': ' rgb(0,153,0) '});"
"1770","NGC 1770","Nebula","–","","Dorado","04h57m","-68°25'","",-67.5833333333333,74.25,"planetarium.addPointer({
    'ra':  74.25 ,
    'dec':  -67.5833333333333 ,
    'label': ' NGC 1770 ',
    'colour': ' rgb(0,153,0) '});",0.469742986049298,2.10407429907669,"planetarium.addPointer({
    'ra':  74.25 ,
    'dec':  -67.5833333333333 ,
    'label': ' NGC 1770 ',
    'colour': ' rgb(0,153,0) '});"
"1773","NGC 1773","Nebula","–","","Dorado","04h58m","-66°21'","",-65.65,74.5,"planetarium.addPointer({
    'ra':  74.5 ,
    'dec':  -65.65 ,
    'label': ' NGC 1773 ',
    'colour': ' rgb(0,153,0) '});",0.228492953800457,1.08607392456643,"planetarium.addPointer({
    'ra':  74.5 ,
    'dec':  -65.65 ,
    'label': ' NGC 1773 ',
    'colour': ' rgb(0,153,0) '});"
"1814","NGC 1814","Nebula","12.8","","Dorado","05h03m","-67°18'","",-66.7,75.75,"planetarium.addPointer({
    'ra':  75.75 ,
    'dec':  -66.7 ,
    'label': ' NGC 1814 ',
    'colour': ' rgb(0,153,0) '});",1.29798336908458,1.75549801023653,"planetarium.addPointer({
    'ra':  75.75 ,
    'dec':  -66.7 ,
    'label': ' NGC 1814 ',
    'colour': ' rgb(0,153,0) '});"
"1829","NGC 1829","Nebula","–","","Dorado","05h05m","-68°03'","",-67.95,76.25,"planetarium.addPointer({
    'ra':  76.25 ,
    'dec':  -67.95 ,
    'label': ' NGC 1829 ',
    'colour': ' rgb(0,153,0) '});",0.141802634231642,-0.754874360696935,"planetarium.addPointer({
    'ra':  76.25 ,
    'dec':  -67.95 ,
    'label': ' NGC 1829 ',
    'colour': ' rgb(0,153,0) '});"
"1833","NGC 1833","Nebula","–","","Mensa","05h04m","-70°43'","",-69.2833333333333,76,"planetarium.addPointer({
    'ra':  76 ,
    'dec':  -69.2833333333333 ,
    'label': ' NGC 1833 ',
    'colour': ' rgb(0,153,0) '});",-1.09146613154985,-0.0526595701842864,"planetarium.addPointer({
    'ra':  76 ,
    'dec':  -69.2833333333333 ,
    'label': ' NGC 1833 ',
    'colour': ' rgb(0,153,0) '});"
"1858","NGC 1858","Nebula","9.9","","Dorado","05h09m","-68°53'","",-67.1166666666667,77.25,"planetarium.addPointer({
    'ra':  77.25 ,
    'dec':  -67.1166666666667 ,
    'label': ' NGC 1858 ',
    'colour': ' rgb(0,153,0) '});",0.405042049265506,1.68002634354013,"planetarium.addPointer({
    'ra':  77.25 ,
    'dec':  -67.1166666666667 ,
    'label': ' NGC 1858 ',
    'colour': ' rgb(0,153,0) '});"
